
printing unique entries in spam set

printing unique entries in normal set
109110
89512

printing unique entries in spam set
a [43, 0.00039409769956924204]
combettes [1, 1.1171686477790688e-05]
combien [2, 2.2343372955581375e-05]
combination [9, 0.00010054517830011619]
combinatorial [1, 1.1171686477790688e-05]
combinatory [1, 1.1171686477790688e-05]
combine [9, 0.00010054517830011619]
comfortable [2, 2.2343372955581375e-05]
comic [1, 1.1171686477790688e-05]
comical [1, 1.1171686477790688e-05]
comite [8, 8.93734918223255e-05]
comittee [1, 1.1171686477790688e-05]
command [4, 4.468674591116275e-05]
commande [3, 3.351505943337206e-05]
comme [4, 4.468674591116275e-05]
commemorate [1, 1.1171686477790688e-05]
commencement [1, 1.1171686477790688e-05]
commend [2, 2.2343372955581375e-05]
commensurate [1, 1.1171686477790688e-05]
comment [32, 0.000357493967289302]
commentary [3, 3.351505943337206e-05]
commentator [2, 2.2343372955581375e-05]
commerce [3, 3.351505943337206e-05]
commercial [12, 0.00013406023773348825]
commercially [2, 2.2343372955581375e-05]
commettee [2, 2.2343372955581375e-05]
commie [1, 1.1171686477790688e-05]
commission [5, 5.585843238895344e-05]
commit [3, 3.351505943337206e-05]
commitee [2, 2.2343372955581375e-05]
commitment [3, 3.351505943337206e-05]
committee [98, 0.0010948252748234873]
common [28, 0.00031280722137813925]
commonality [3, 3.351505943337206e-05]
commonest [1, 1.1171686477790688e-05]
commonly [3, 3.351505943337206e-05]
commonwealth [1, 1.1171686477790688e-05]
communicate [7, 7.820180534453481e-05]
communication [96, 0.001072481901867906]
communicative [9, 0.00010054517830011619]
communique [1, 1.1171686477790688e-05]
communism [1, 1.1171686477790688e-05]
communist [1, 1.1171686477790688e-05]
community [31, 0.0003463222808115113]
como [1, 1.1171686477790688e-05]
comorovskus [1, 1.1171686477790688e-05]
comp [4, 4.468674591116275e-05]
companion [1, 1.1171686477790688e-05]
company [9, 0.00010054517830011619]
comparability [1, 1.1171686477790688e-05]
comparable [2, 2.2343372955581375e-05]
comparant [1, 1.1171686477790688e-05]
comparative [44, 0.0004915542050227903]
comparatively [1, 1.1171686477790688e-05]
comparativist [1, 1.1171686477790688e-05]
comparatve [1, 1.1171686477790688e-05]
compare [15, 0.0001675752971668603]
comparison [23, 0.0002569487889891858]
compatable [1, 1.1171686477790688e-05]
compatibility [2, 2.2343372955581375e-05]
compatible [2, 2.2343372955581375e-05]
compet [1, 1.1171686477790688e-05]
compete [1, 1.1171686477790688e-05]
competence [8, 8.93734918223255e-05]
competition [2, 2.2343372955581375e-05]
competitive [1, 1.1171686477790688e-05]
compile [6, 6.703011886674413e-05]
compiler [2, 2.2343372955581375e-05]
complain [2, 2.2343372955581375e-05]
complaint [2, 2.2343372955581375e-05]
complement [20, 0.00022343372955581375]
complementaire [1, 1.1171686477790688e-05]
complementarity [1, 1.1171686477790688e-05]
complementary [1, 1.1171686477790688e-05]
complementation [2, 2.2343372955581375e-05]
complementdaughter [1, 1.1171686477790688e-05]
complementizer [2, 2.2343372955581375e-05]
complete [38, 0.00042452408615604613]
completely [11, 0.00012288855125569756]
completion [5, 5.585843238895344e-05]
complex [25, 0.00027929216194476716]
complexity [11, 0.00012288855125569756]
complexitytheoretic [1, 1.1171686477790688e-05]
complexly [1, 1.1171686477790688e-05]
compliance [1, 1.1171686477790688e-05]
complicate [4, 4.468674591116275e-05]
component [10, 0.00011171686477790688]
comportement [2, 2.2343372955581375e-05]
composite [1, 1.1171686477790688e-05]
composition [4, 4.468674591116275e-05]
compositional [5, 5.585843238895344e-05]
compound [6, 6.703011886674413e-05]
comprehensible [3, 3.351505943337206e-05]
comprehension [7, 7.820180534453481e-05]
comprehensive [13, 0.00014523192421127894]
comprise [4, 4.468674591116275e-05]
comptable [3, 3.351505943337206e-05]
comptence [1, 1.1171686477790688e-05]
compulsory [1, 1.1171686477790688e-05]
compuserve [2, 2.2343372955581375e-05]
computable [2, 2.2343372955581375e-05]
computacao [2, 2.2343372955581375e-05]
computation [22, 0.0002457771025113951]
computational [99, 0.001105996961301278]
computationally [4, 4.468674591116275e-05]
compute [19, 0.00021226204307802306]
computer [68, 0.0007596746804897668]
computeraid [2, 2.2343372955581375e-05]
computerassist [1, 1.1171686477790688e-05]
computerize [2, 2.2343372955581375e-05]
computerlinguistik [4, 4.468674591116275e-05]
computermediate [3, 3.351505943337206e-05]
computerphobe [1, 1.1171686477790688e-05]
computers [1, 1.1171686477790688e-05]
computing [1, 1.1171686477790688e-05]
computist [1, 1.1171686477790688e-05]
comrade [1, 1.1171686477790688e-05]
comrie [5, 5.585843238895344e-05]
comserve [2, 2.2343372955581375e-05]
comunicar [1, 1.1171686477790688e-05]
con [1, 1.1171686477790688e-05]
conald [2, 2.2343372955581375e-05]
concede [4, 4.468674591116275e-05]
conceivably [4, 4.468674591116275e-05]
conceive [4, 4.468674591116275e-05]
concentrate [6, 6.703011886674413e-05]
concentration [1, 1.1171686477790688e-05]
concept [29, 0.0003239789078559299]
concepta [2, 2.2343372955581375e-05]
conception [2, 2.2343372955581375e-05]
conceptual [15, 0.0001675752971668603]
conceptualization [1, 1.1171686477790688e-05]
conceptualize [1, 1.1171686477790688e-05]
conceptually [1, 1.1171686477790688e-05]
concern [45, 0.0005027258915005809]
concerne [1, 1.1171686477790688e-05]
concert [2, 2.2343372955581375e-05]
concessive [2, 2.2343372955581375e-05]
concise [2, 2.2343372955581375e-05]
concisely [1, 1.1171686477790688e-05]
conclude [11, 0.00012288855125569756]
conclusion [19, 0.00021226204307802306]
conclusively [1, 1.1171686477790688e-05]
concord [5, 5.585843238895344e-05]
concordance [2, 2.2343372955581375e-05]
concordia [1, 1.1171686477790688e-05]
concordium [4, 4.468674591116275e-05]
concrete [6, 6.703011886674413e-05]
concurrency [1, 1.1171686477790688e-05]
condado [1, 1.1171686477790688e-05]
condemn [2, 2.2343372955581375e-05]
condescend [1, 1.1171686477790688e-05]
condition [18, 0.00020109035660023238]
conditional [8, 8.93734918223255e-05]
condor [1, 1.1171686477790688e-05]
condoravdus [1, 1.1171686477790688e-05]
conduct [4, 4.468674591116275e-05]
conduit [1, 1.1171686477790688e-05]
cone [1, 1.1171686477790688e-05]
conf [6, 6.703011886674413e-05]
conference [378, 0.004222897488604879]
conferences [1, 1.1171686477790688e-05]
conferencier [5, 5.585843238895344e-05]
conferenciers [1, 1.1171686477790688e-05]
confession [1, 1.1171686477790688e-05]
confidence [1, 1.1171686477790688e-05]
confident [2, 2.2343372955581375e-05]
confidential [1, 1.1171686477790688e-05]
configuration [8, 8.93734918223255e-05]
confine [2, 2.2343372955581375e-05]
confirm [12, 0.00013406023773348825]
confirmation [4, 4.468674591116275e-05]
confirmed [10, 0.00011171686477790688]
conflate [1, 1.1171686477790688e-05]
conflict [4, 4.468674591116275e-05]
conflictuelle [1, 1.1171686477790688e-05]
conflit [14, 0.00015640361068906963]
conflre [2, 2.2343372955581375e-05]
conform [1, 1.1171686477790688e-05]
confront [4, 4.468674591116275e-05]
confrontation [1, 1.1171686477790688e-05]
confronter [1, 1.1171686477790688e-05]
confronto [1, 1.1171686477790688e-05]
confuse [3, 3.351505943337206e-05]
confusion [1, 1.1171686477790688e-05]
congo [1, 1.1171686477790688e-05]
congress [24, 0.0002681204754669765]
conjectural [1, 1.1171686477790688e-05]
conjoin [2, 2.2343372955581375e-05]
conjugation [1, 1.1171686477790688e-05]
conjunct [4, 4.468674591116275e-05]
conjunction [27, 0.00030163553490034854]
connaection [1, 1.1171686477790688e-05]
connaissance [1, 1.1171686477790688e-05]
connect [8, 8.93734918223255e-05]
connecticut [4, 4.468674591116275e-05]
connection [11, 0.00012288855125569756]
connectionism [2, 2.2343372955581375e-05]
connectionist [4, 4.468674591116275e-05]
connective [1, 1.1171686477790688e-05]
connell [2, 2.2343372955581375e-05]
connex [1, 1.1171686477790688e-05]
connor [4, 4.468674591116275e-05]
connotation [2, 2.2343372955581375e-05]
conrad [1, 1.1171686477790688e-05]
conscious [4, 4.468674591116275e-05]
consciousness [4, 4.468674591116275e-05]
consecutive [1, 1.1171686477790688e-05]
consensus [4, 4.468674591116275e-05]
consent [5, 5.585843238895344e-05]
consequence [17, 0.0001899186701224417]
consequent [1, 1.1171686477790688e-05]
consequently [2, 2.2343372955581375e-05]
conservative [2, 2.2343372955581375e-05]
consider [65, 0.0007261596210563947]
considerable [4, 4.468674591116275e-05]
considerably [2, 2.2343372955581375e-05]
consideration [19, 0.00021226204307802306]
consist [20, 0.00022343372955581375]
consistent [8, 8.93734918223255e-05]
consistently [2, 2.2343372955581375e-05]
consitent [1, 1.1171686477790688e-05]
console [12, 0.00013406023773348825]
consonant [11, 0.00012288855125569756]
consortium [3, 3.351505943337206e-05]
conspicuous [1, 1.1171686477790688e-05]
constable [1, 1.1171686477790688e-05]
constant [1, 1.1171686477790688e-05]
constituency [1, 1.1171686477790688e-05]
constituent [12, 0.00013406023773348825]
constituentorder [2, 2.2343372955581375e-05]
constitute [8, 8.93734918223255e-05]
constitution [1, 1.1171686477790688e-05]
constrain [4, 4.468674591116275e-05]
constraint [52, 0.0005809276968451158]
constraintbase [7, 7.820180534453481e-05]
construct [8, 8.93734918223255e-05]
construction [61, 0.0006814728751452319]
constructive [2, 2.2343372955581375e-05]
construire [1, 1.1171686477790688e-05]
construit [1, 1.1171686477790688e-05]
consult [14, 0.00015640361068906963]
consultant [4, 4.468674591116275e-05]
consumption [2, 2.2343372955581375e-05]
contact [133, 0.0014858343015461614]
contactinduce [1, 1.1171686477790688e-05]
contactlanguage [1, 1.1171686477790688e-05]
contacts [1, 1.1171686477790688e-05]
contain [43, 0.00048038251854499954]
contary [1, 1.1171686477790688e-05]
contemplate [2, 2.2343372955581375e-05]
contemporain [1, 1.1171686477790688e-05]
contemporaine [1, 1.1171686477790688e-05]
contemporary [8, 8.93734918223255e-05]
content [37, 0.0004133523996782554]
contentbase [1, 1.1171686477790688e-05]
contentive [1, 1.1171686477790688e-05]
contents [13, 0.00014523192421127894]
contenu [1, 1.1171686477790688e-05]
conterfactual [1, 1.1171686477790688e-05]
contest [1, 1.1171686477790688e-05]
context [85, 0.0009495933506122084]
contextdependency [2, 2.2343372955581375e-05]
contextfree [1, 1.1171686477790688e-05]
contextsensitive [1, 1.1171686477790688e-05]
contextsymposium [2, 2.2343372955581375e-05]
contexttext [2, 2.2343372955581375e-05]
contextual [4, 4.468674591116275e-05]
contextualization [1, 1.1171686477790688e-05]
contextualize [1, 1.1171686477790688e-05]
contiene [1, 1.1171686477790688e-05]
continent [1, 1.1171686477790688e-05]
continental [1, 1.1171686477790688e-05]
contingent [1, 1.1171686477790688e-05]
continity [1, 1.1171686477790688e-05]
continua [2, 2.2343372955581375e-05]
continuation [1, 1.1171686477790688e-05]
continuative [1, 1.1171686477790688e-05]
continue [19, 0.00021226204307802306]
continuit [1, 1.1171686477790688e-05]
continuita [1, 1.1171686477790688e-05]
continuity [1, 1.1171686477790688e-05]
continuous [6, 6.703011886674413e-05]
contour [3, 3.351505943337206e-05]
contra [3, 3.351505943337206e-05]
contract [5, 5.585843238895344e-05]
contraction [1, 1.1171686477790688e-05]
contractual [1, 1.1171686477790688e-05]
contradict [1, 1.1171686477790688e-05]
contradictory [1, 1.1171686477790688e-05]
contradistinction [1, 1.1171686477790688e-05]
contragram [4, 4.468674591116275e-05]
contraint [1, 1.1171686477790688e-05]
contrary [6, 6.703011886674413e-05]
contrast [29, 0.0003239789078559299]
contrastive [13, 0.00014523192421127894]
contrastively [1, 1.1171686477790688e-05]
contrastus [2, 2.2343372955581375e-05]
contravene [1, 1.1171686477790688e-05]
contribute [21, 0.00023460541603360444]
contributer [1, 1.1171686477790688e-05]
contribution [41, 0.00045803914558941816]
contributions [1, 1.1171686477790688e-05]
contributor [11, 0.00012288855125569756]
contributors [1, 1.1171686477790688e-05]
control [12, 0.00013406023773348825]
controversial [3, 3.351505943337206e-05]
controversy [1, 1.1171686477790688e-05]
conundrum [1, 1.1171686477790688e-05]
convenience [2, 2.2343372955581375e-05]
conveniently [1, 1.1171686477790688e-05]
convention [11, 0.00012288855125569756]
conventional [3, 3.351505943337206e-05]
conventionalisation [1, 1.1171686477790688e-05]
conventionality [1, 1.1171686477790688e-05]
converge [2, 2.2343372955581375e-05]
convergent [2, 2.2343372955581375e-05]
conversation [13, 0.00014523192421127894]
conversational [29, 0.0003239789078559299]
conversely [1, 1.1171686477790688e-05]
conversion [1, 1.1171686477790688e-05]
convert [1, 1.1171686477790688e-05]
convertibility [1, 1.1171686477790688e-05]
convey [4, 4.468674591116275e-05]
conviction [2, 2.2343372955581375e-05]
conviendrait [1, 1.1171686477790688e-05]
convince [2, 2.2343372955581375e-05]
convincing [2, 2.2343372955581375e-05]
convincingly [1, 1.1171686477790688e-05]
conway [1, 1.1171686477790688e-05]
cooccur [1, 1.1171686477790688e-05]
cool [2, 2.2343372955581375e-05]
coolum [1, 1.1171686477790688e-05]
coomb [3, 3.351505943337206e-05]
cooper [4, 4.468674591116275e-05]
cooperate [1, 1.1171686477790688e-05]
cooperation [15, 0.0001675752971668603]
cooperative [2, 2.2343372955581375e-05]
coopratif [1, 1.1171686477790688e-05]
coordinate [7, 7.820180534453481e-05]
coordination [6, 6.703011886674413e-05]
coordinative [1, 1.1171686477790688e-05]
coordinator [10, 0.00011171686477790688]
coorganize [1, 1.1171686477790688e-05]
cope [4, 4.468674591116275e-05]
copenhagen [2, 2.2343372955581375e-05]
copernicus [2, 2.2343372955581375e-05]
copestake [1, 1.1171686477790688e-05]
copies [4, 4.468674591116275e-05]
copula [1, 1.1171686477790688e-05]
copular [1, 1.1171686477790688e-05]
copulum [2, 2.2343372955581375e-05]
copy [126, 0.0014076324962016267]
copyright [4, 4.468674591116275e-05]
cor [1, 1.1171686477790688e-05]
corba [1, 1.1171686477790688e-05]
corbett [2, 2.2343372955581375e-05]
cordi [1, 1.1171686477790688e-05]
cordially [2, 2.2343372955581375e-05]
cordoba [1, 1.1171686477790688e-05]
core [9, 0.00010054517830011619]
coreference [2, 2.2343372955581375e-05]
coreferential [1, 1.1171686477790688e-05]
corelation [1, 1.1171686477790688e-05]
corinne [1, 1.1171686477790688e-05]
coriolanus [2, 2.2343372955581375e-05]
cormack [3, 3.351505943337206e-05]
cornell [21, 0.00023460541603360444]
cornellum [2, 2.2343372955581375e-05]
corner [7, 7.820180534453481e-05]
cornice [3, 3.351505943337206e-05]
coronal [1, 1.1171686477790688e-05]
corp [2, 2.2343372955581375e-05]
corpora [3, 3.351505943337206e-05]
corporate [1, 1.1171686477790688e-05]
corporation [3, 3.351505943337206e-05]
corpus [66, 0.0007373313075341853]
corpusbase [8, 8.93734918223255e-05]
corpusdriven [4, 4.468674591116275e-05]
correct [28, 0.00031280722137813925]
correction [7, 7.820180534453481e-05]
correctly [1, 1.1171686477790688e-05]
correctness [2, 2.2343372955581375e-05]
corregir [2, 2.2343372955581375e-05]
correlate [4, 4.468674591116275e-05]
correlation [6, 6.703011886674413e-05]
correspodence [1, 1.1171686477790688e-05]
correspond [8, 8.93734918223255e-05]
correspondence [16, 0.000178746983644651]
correspondent [2, 2.2343372955581375e-05]
correspondingly [1, 1.1171686477790688e-05]
corridor [1, 1.1171686477790688e-05]
corrupt [1, 1.1171686477790688e-05]
corruptus [1, 1.1171686477790688e-05]
corse [3, 3.351505943337206e-05]
corselli [1, 1.1171686477790688e-05]
corsica [1, 1.1171686477790688e-05]
cortona [1, 1.1171686477790688e-05]
corus [2, 2.2343372955581375e-05]
cosi [1, 1.1171686477790688e-05]
cosmin [1, 1.1171686477790688e-05]
cosmology [1, 1.1171686477790688e-05]
cosper [1, 1.1171686477790688e-05]
cosponsor [2, 2.2343372955581375e-05]
cost [9, 0.00010054517830011619]
coste [1, 1.1171686477790688e-05]
costly [2, 2.2343372955581375e-05]
costs [2, 2.2343372955581375e-05]
cosy [1, 1.1171686477790688e-05]
cot [1, 1.1171686477790688e-05]
cote [3, 3.351505943337206e-05]
coulda [3, 3.351505943337206e-05]
council [1, 1.1171686477790688e-05]
counsel [1, 1.1171686477790688e-05]
count [16, 0.000178746983644651]
counter [6, 6.703011886674413e-05]
counterevidence [1, 1.1171686477790688e-05]
counterexample [3, 3.351505943337206e-05]
counterfactual [1, 1.1171686477790688e-05]
counterfactually [1, 1.1171686477790688e-05]
counterpart [2, 2.2343372955581375e-05]
countless [1, 1.1171686477790688e-05]
country [32, 0.000357493967289302]
county [6, 6.703011886674413e-05]
coupland [1, 1.1171686477790688e-05]
couple [9, 0.00010054517830011619]
coupon [4, 4.468674591116275e-05]
cour [2, 2.2343372955581375e-05]
courant [1, 1.1171686477790688e-05]
courrier [3, 3.351505943337206e-05]
course [60, 0.0006703011886674413]
coursework [1, 1.1171686477790688e-05]
court [17, 0.0001899186701224417]
courte [2, 2.2343372955581375e-05]
courtenay [1, 1.1171686477790688e-05]
courtesy [1, 1.1171686477790688e-05]
couvre [1, 1.1171686477790688e-05]
couvrent [1, 1.1171686477790688e-05]
cover [47, 0.0005250692644561623]
coverage [5, 5.585843238895344e-05]
covert [1, 1.1171686477790688e-05]
covington [1, 1.1171686477790688e-05]
cowan [1, 1.1171686477790688e-05]
cowper [2, 2.2343372955581375e-05]
coyne [1, 1.1171686477790688e-05]
cozien [1, 1.1171686477790688e-05]
cp [7, 7.820180534453481e-05]
cpa [1, 1.1171686477790688e-05]
cpr [1, 1.1171686477790688e-05]
cracow [3, 3.351505943337206e-05]
craft [3, 3.351505943337206e-05]
craig [3, 3.351505943337206e-05]
crain [1, 1.1171686477790688e-05]
crandall [1, 1.1171686477790688e-05]
crap [1, 1.1171686477790688e-05]
crasborn [1, 1.1171686477790688e-05]
crash [1, 1.1171686477790688e-05]
craven [1, 1.1171686477790688e-05]
crazy [1, 1.1171686477790688e-05]
creat [2, 2.2343372955581375e-05]
create [18, 0.00020109035660023238]
creation [4, 4.468674591116275e-05]
creative [7, 7.820180534453481e-05]
creativity [3, 3.351505943337206e-05]
credibility [1, 1.1171686477790688e-05]
credit [19, 0.00021226204307802306]
creep [2, 2.2343372955581375e-05]
creissel [1, 1.1171686477790688e-05]
creole [38, 0.00042452408615604613]
creoles [2, 2.2343372955581375e-05]
creolist [1, 1.1171686477790688e-05]
creolization [6, 6.703011886674413e-05]
crescent [5, 5.585843238895344e-05]
cresswell [1, 1.1171686477790688e-05]
cresti [1, 1.1171686477790688e-05]
crestus [2, 2.2343372955581375e-05]
cretan [2, 2.2343372955581375e-05]
crete [3, 3.351505943337206e-05]
crime [1, 1.1171686477790688e-05]
crimson [1, 1.1171686477790688e-05]
crininria [1, 1.1171686477790688e-05]
cristalgresec [1, 1.1171686477790688e-05]
cristea [1, 1.1171686477790688e-05]
cristina [2, 2.2343372955581375e-05]
criterion [18, 0.00020109035660023238]
critic [1, 1.1171686477790688e-05]
critical [10, 0.00011171686477790688]
criticism [5, 5.585843238895344e-05]
critique [6, 6.703011886674413e-05]
crl [7, 7.820180534453481e-05]
cro [2, 2.2343372955581375e-05]
croatian [4, 4.468674591116275e-05]
croatium [1, 1.1171686477790688e-05]
croft [13, 0.00014523192421127894]
croissant [1, 1.1171686477790688e-05]
croom [1, 1.1171686477790688e-05]
crop [1, 1.1171686477790688e-05]
cross [11, 0.00012288855125569756]
crossdisciplinary [1, 1.1171686477790688e-05]
crosslanguage [1, 1.1171686477790688e-05]
crosslingual [6, 6.703011886674413e-05]
crosslinguistic [9, 0.00010054517830011619]
crosslinguistically [2, 2.2343372955581375e-05]
crosslisting [1, 1.1171686477790688e-05]
crossmodal [3, 3.351505943337206e-05]
crossreference [3, 3.351505943337206e-05]
crosssection [1, 1.1171686477790688e-05]
crown [1, 1.1171686477790688e-05]
crowther [1, 1.1171686477790688e-05]
cruce [2, 2.2343372955581375e-05]
crucial [6, 6.703011886674413e-05]
crucially [3, 3.351505943337206e-05]
